User,3. author email,Authors,document ID,document PY,document title,3. abstract,framing_unit ['Interaction social comparison and reward'],5. framing_unit -888,framing_unit CO2,5. framing_unit Color,5. framing_unit colors,framing_unit Energy efficiency (R value),framing_unit health,framing_unit kWh,5. framing_unit None,framing_unit other environmental framing,framing_unit Reward ($),framing_unit savings $,framing_unit therms (heat),intervention base_data_collection,intervention co2_savings_calculated,interventionDuration,interventionFollowup,intervention medium,Awareness Campaign,Bills,co-investments1,Commitment strategies,Competition,5. intervention subtype name consumption,Critical Peak Pricing,Dynamic Pricing,Gamification,Goal setting,Historical,Home audits,Home Energy Report,In home display,Moral suasion,Peak Load Pricing,peer comparison,Real-time Pricing,Rewards,tips,ToU,intervention timing,interventionTreatmentPeriod,Baseline Consumption,Opt_in,Randomisation method,exclusion reason,Notes: Coefficient,Notes: Difference of means,Notes: Doc level,Notes: General variables,Notes: Sample size,Notes: Significance,Notes: Study scope,Notes: Uncertainty,coefficient,coefficient_sd,coefficient_sd_type,control_mean,control_sample_size,control_sd,control_type,controls Electricity use,controls Energy prices,controls Environmental attitudes,controls HH controls (demographics),controls None - base model,controls Residence controls,controls Seasonal controls,controls Weather controls,dependent_variable,diff_mean,effect_direction,geographic_location,geographic_scope,number_of_observations,p_value,page,pooled_sd,significance_bound,significance_test,statistical_technique,study_design,test_statistic,effect test_tails,total_sample_size,treated_mean,treated_sd,treatment_sample_size,underlying_source,InterventionID,Rebound,multicoded,duplicates,MonetaryIncentives,Information,Feedback,SocialComparison,Motivation,inter_med_mail,inter_med_webportal,inter_med_homevisit,inter_med_inhomedisplay,inter_med_meter,inter_med_poster,inter_time_ondemand,inter_time_daily,inter_time_week,inter_time_month,inter_time_h1,inter_time_h2,inter_time_higher,city,state,country,r_coefficient,smd1,smd2,smd,zi,var_smd,vi,PercentChange,All,ElectricityUse,ElectricityPrice,EnvironmentAttitudes,HouseholdType,ResidenceType,Season,Weather,Region,StatsMethod,StudyDesign,Control,BaselineConsumption,InterventionDuration,Randomisation,OptedIn,After2000,StudyYear,Followup,Structural
khat,asensio@ioes.ucla.edu,"Asensio, OI; Delmas, MA",123224,2016,The dynamics of behavior change: Evidence from energy conservation,"Little is known about the effect of message framing on conservation behavior over time. In a randomized controlled trial with residential households, we use advanced metering and information technologies to test how different messages about household energy use impact the dynamics of conservation behavior down to the appliance level. Our results, based on 374million panel observations of kilowatt-hour (kWh) electricity consumption for 118 households over 9 months, show that differences in behavioral responses due to message framing become more significant over time. We find that a health-based frame, in which households consider the human health effects of their marginal electricity use, induced persistent energy savings behavior of 8-10% over 100 days; whereas a more traditional cost savings frame, drove sharp attenuation of treatment effects after 2 weeks with no significant savings versus control after 7 weeks. We discuss implications for the design of effective information campaigns to engage households in conservation behavior. (C) 2016 Elsevier B.V. All rights reserved.",0,NA,0,NA,NA,0,1,1,NA,0,0,0,0,24,0,38,0,"['Mail', 'In-home display']",0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,On demand,14,2849.7,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.12,3.934,robust standard error clustered at household,NA,33,NA,actual control,0,0,0,1,0,1,1,1,Percent change in electricity consumption @30s,NA,-1,"Los Angeles, California, USA",Housing Complex,53437110,0.0114,206,NA,3,t-test,Random effects regression,Difference in Difference,2.572,2,118,NA,NA,42,actual,122,0,single,duplicates,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Los Angeles, California,United States,0.230401596,NA,NA,NA,0.234613535,NA,0.008695652,10.12,1,0,0,0,1,1,1,1,United States,PanelEffects,DID,1,2849.7,38,Yes,Yes,After,2016,0,
khat,asensio@ioes.ucla.edu,"Asensio, OI; Delmas, MA",123224,2016,The dynamics of behavior change: Evidence from energy conservation,"Little is known about the effect of message framing on conservation behavior over time. In a randomized controlled trial with residential households, we use advanced metering and information technologies to test how different messages about household energy use impact the dynamics of conservation behavior down to the appliance level. Our results, based on 374million panel observations of kilowatt-hour (kWh) electricity consumption for 118 households over 9 months, show that differences in behavioral responses due to message framing become more significant over time. We find that a health-based frame, in which households consider the human health effects of their marginal electricity use, induced persistent energy savings behavior of 8-10% over 100 days; whereas a more traditional cost savings frame, drove sharp attenuation of treatment effects after 2 weeks with no significant savings versus control after 7 weeks. We discuss implications for the design of effective information campaigns to engage households in conservation behavior. (C) 2016 Elsevier B.V. All rights reserved.",0,NA,0,NA,NA,0,0,1,NA,0,0,1,0,24,0,38,0,"['Mail', 'In-home display']",0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,On demand,14,2849.7,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212,4.297,robust standard error clustered at household,NA,33,NA,actual control,0,0,0,1,0,1,1,1,Percent change in electricity consumption,NA,-1,"Los Angeles, California, USA",Housing Complex,53437110,0.9608,206,NA,3,t-test,Random effects regression,Difference in Difference,0.0493,2,118,NA,NA,43,actual,123,0,single,duplicates,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Los Angeles, California,United States,0.004538386,NA,NA,NA,0.004538417,NA,0.008695652,0.212,1,0,0,0,1,1,1,1,United States,PanelEffects,DID,1,2849.7,38,Yes,Yes,After,2016,0,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,21.47,64,0.89,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,1.22,-1,"San Marcos, California, United States",City,64,0.05,431,0.96,1,t-test,Difference of means,Pre-test/post-test,2.17,1,290,20.25,1.03,64,-999,282,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.536306482,1.270833333,0.383605429,1.270833333,0.598956307,0.037558662,0.003484321,5.682347462,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,10.38,79,0.33,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,0.89,-1,"San Marcos, California, United States",City,79,0.05,431,0.395,1,t-test,Difference of means,Pre-test/post-test,2.28,2,290,11.27,0.46,79,-999,283,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.747872754,2.253164557,0.362774122,2.253164557,0.968110427,0.041382122,0.003484321,-8.574181118,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,10.34,81,0.33,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,0.24,-1,"San Marcos, California, United States",City,81,0.1,432,0.355,2,t-test,Difference of means,Pre-test/post-test,1.04,2,290,10.58,0.38,81,-999,284,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.320227799,0.676056338,0.163420234,0.676056338,0.331900916,0.026102013,0.003484321,-2.321083172,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"['bi-weekly', 'weekly']",2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,20.63,63,0.64,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,1.72,-1,"San Marcos, California, United States",City,63,0.05,432,0.685,1,t-test,Difference of means,Pre-test/post-test,2.49,2,290,18.91,0.73,63,-999,285,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.78219806,2.510948905,0.443653662,2.510948905,1.051008315,0.056765335,0.003484321,8.337372758,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,21.29,52,1.05,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,1.03,-1,"San Marcos, California, United States",City,52,0.1,432,0.975,2,t-test,Difference of means,Pre-test/post-test,1.45,2,290,22.32,0.92,52,-999,286,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.467054144,1.056410256,0.284368396,1.056410256,0.506295925,0.043826936,0.003484321,4.614695341,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,10.15,68,0.34,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,0.98,-1,"San Marcos, California, United States",City,68,0.05,432,0.39,1,t-test,Difference of means,Pre-test/post-test,2.42,2,290,11.13,0.44,68,-999,287,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.78242422,2.512820513,0.415026576,2.512820513,1.051591216,0.052625981,0.003484321,-9.655172414,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,10.04,70,0.35,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,0.1,-1,"San Marcos, California, United States",City,70,0.1,432,0.36,2,t-test,Difference of means,Pre-test/post-test,0.64,2,290,10.14,0.37,70,-999,288,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.137568371,0.277777778,0.108179745,0.277777778,0.13844619,0.028847002,0.003484321,-0.996015936,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
laura.klockenbusch@wiwi.uni-muenster.de,wschultz@csusm.edu,"Schultz, PW; Nolan, JM; Cialdini, RB; Goldstein, NJ; Griskevicius, V",126236,2007,"The constructive, destructive and reconstructive power of social norms","Despite a long tradition of effectiveness in laboratory tests, normative messages have had mixed success in changing behavior infield contexts, with some studies showing boomerang effects. To test a theoretical account of this inconsistency, we conducted afield experiment in which normative messages were used to promote household energy conservation. As predicted, a descriptive normative message detailing average neighborhood usage produced either desirable energy savings or the undesirable boomerang effect, depending on whether households were already consuming at a low or high rate. Also as predicted, adding an injunctive message (conveying social approval or disapproval) eliminated the boomerang effect. The results offer an explanation for the mixed success of persuasive appeals based on social norms and suggest how such appeals should be properly crafted.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,7,3,['Posters'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,['weekly'],2,5411,2,household level,NA,NA,NA,Batch 2; Only baseline consumption measured two weeks before the Intervention. No Control group,NA,NA,NA,NA,NA,NA,NA,not provided,20.62,56,0.64,Pre-test/post test,0,0,0,0,1,0,0,0,Reduction in HH energy consumption over base kwh,1.23,-1,"San Marcos, California, United States",City,56,0.05,432,0.63,1,t-test,Difference of means,Pre-test/post-test,2.13,2,290,19.39,0.62,56,-999,289,0,single,,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,San Marcos, California,United States,0.698536725,1.952380952,0.402532164,1.952380952,0.864437104,0.052731212,0.003484321,5.965082444,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,5411,7,Yes,Yes,After,2007,1,
java,hunt.allcott@nyu.edu,"Allcott, H; Rogers, T",130476,2014,The Short-Run and Long-Run Effects of Behavioral Interventions: Experimental Evidence from Energy Conservation,"We document three remarkable features of the Opower program, in which social comparison-based home energy reports are repeatedly mailed to more than six million households nationwide. First, initial reports cause high-frequency ""action and backsliding,"" but these cycles attenuate over time. Second, if reports are discontinued after two years, effects are relatively persistent, decaying at 10-20 percent per year. Third, consumers are slow to habituate: they continue to respond to repeated treatment even after two years. We show that the previous conservative assumptions about post-intervention persistence had dramatically understated cost effectiveness and illustrate how empirical estimates can optimize program design.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,NA,0,NA,0,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['monthly'],104,10986,2,geographically-contiguous “block batch”,NA,NA,NA,Relevant; decay effect is complicated to capture,NA,NA,NA,NA,NA,0.852,0.073,clustered standard errors,NA,33524,NA,actual control,0,0,0,0,0,0,0,1,Avg daily electricity consumption (kWh),NA,-1,"Upper midwest, US",block,3294294,1.00E-05,3024,NA,1,t-test,Consult-unclear,Difference in Difference,11.67,1,72154,NA,NA,38630,Opower,279,0,single,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,Upper midwest,United States,0.043404142,NA,NA,NA,0.04343143,NA,1.39E-05,2.83069361,1,0,0,0,0,0,0,1,United States,PanelEffects,DID,1,10986,NA,Yes,Yes,After,2014,0,
java,hunt.allcott@nyu.edu,"Allcott, H; Rogers, T",130476,2014,The Short-Run and Long-Run Effects of Behavioral Interventions: Experimental Evidence from Energy Conservation,"We document three remarkable features of the Opower program, in which social comparison-based home energy reports are repeatedly mailed to more than six million households nationwide. First, initial reports cause high-frequency ""action and backsliding,"" but these cycles attenuate over time. Second, if reports are discontinued after two years, effects are relatively persistent, decaying at 10-20 percent per year. Third, consumers are slow to habituate: they continue to respond to repeated treatment even after two years. We show that the previous conservative assumptions about post-intervention persistence had dramatically understated cost effectiveness and illustrate how empirical estimates can optimize program design.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,NA,0,NA,0,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['monthly'],104,11789,2,random sampling procedure,NA,NA,NA,Relevant; decay effect is complicated to capture,NA,NA,NA,NA,NA,0.638,0.075,clustered standard errors,NA,43945,NA,actual control,0,0,0,0,0,0,0,1,Avg daily electricity consumption (kWh),NA,-1,"Northwest, US",region,4435689,1.00E-05,3024,NA,1,t-test,Consult-unclear,Difference in Difference,8.51,1,78887,NA,NA,35542,Opower,280,0,single,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,Northwest,United States,0.030285,NA,NA,NA,0.030294265,NA,1.27E-05,1.975315973,1,0,0,0,0,0,0,1,United States,PanelEffects,DID,1,11789,NA,Yes,Yes,After,2014,0,
java,hunt.allcott@nyu.edu,"Allcott, H; Rogers, T",130476,2014,The Short-Run and Long-Run Effects of Behavioral Interventions: Experimental Evidence from Energy Conservation,"We document three remarkable features of the Opower program, in which social comparison-based home energy reports are repeatedly mailed to more than six million households nationwide. First, initial reports cause high-frequency ""action and backsliding,"" but these cycles attenuate over time. Second, if reports are discontinued after two years, effects are relatively persistent, decaying at 10-20 percent per year. Third, consumers are slow to habituate: they continue to respond to repeated treatment even after two years. We show that the previous conservative assumptions about post-intervention persistence had dramatically understated cost effectiveness and illustrate how empirical estimates can optimize program design.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,NA,0,NA,0,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['monthly'],104,8833,2,random sampling procedure,NA,NA,NA,Relevant; decay effect is complicated to capture,NA,NA,NA,NA,NA,0.642,0.094,clustered standard errors,NA,49290,NA,actual control,0,0,0,0,0,0,0,1,Avg daily electricity consumption (kWh),NA,-1,"Southwest, US",region,5063949,1.00E-05,3024,NA,1,t-test,Consult-unclear,Difference in Difference,6.83,1,83037,NA,NA,33747,Opower,281,0,single,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,Southwest,United States,0.023695339,NA,NA,NA,0.023699775,NA,1.20E-05,2.652892562,1,0,0,0,0,0,0,1,United States,PanelEffects,DID,1,8833,NA,Yes,Yes,After,2014,0,
khat,stkim@cju.ac.kr,"Kim, ST; Lim, BI; Park, WK; Kim, MK; Son, SY",150432,2016,An analysis on the effectiveness of a smart grid test-bed project: The Korean case,"This study analyzes the effectiveness of Korea's Smart Grid project using Difference-in-Difference (DID) estimation, which utilizes both 2013 survey data on the participating households of the Jeju Smart Grid Test-bed, and the actual electricity use of households during 2009-2012. The findings are as follows. First, the Smart Grid project effectively causes a reduction in electricity use. Second, households which have the following characteristics tend to use more electricity: male householder, many family members, income. Third, households which have better understanding about the Smart Grid use less electricity. Based on these findings, we can derive the following policy implications. First, it is necessary to set up a policy which accelerates active participation of both consumers and producers of related equipment in order to promote the Smart Grid. Second, a reform of the electricity pricing system is needed to enhance the effectiveness of the Smart Grid project. Third, publicity activities of the Smart Grid project should be strengthened for wider recognition. (C) 2016 Elsevier Ltd. All rights reserved.",0,NA,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,NA,['In-home display'],0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['On demand'],NA,3396,0,No details,NA,NA,NA,"smart-grif      ; Contact the author for : 1) interventions on participating households, duration of the data for the regression, framing units",NA,NA,NA,NA,NA,11.1,4.347,-999,NA,100,NA,actual control,0,0,0,0,1,0,0,0,Annual HH electricity consumption,NA,-1,"Jeju Island, South Korea",Island,23808,0.0111,875,NA,3,t-test,OLS regression,Difference in Difference,2.553,2,500,NA,NA,400,Korea Jeju Island Smart Grid,130,0,single,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,Jeju Island,South Korea,0.113436666,NA,NA,NA,0.113927021,NA,0.002012072,3.922261484,1,0,0,0,0,0,0,0,Asia,OLS,DID,1,3396,NA,Yes,No,After,2016,0,
